Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121036-27050,WR,Tyler,Tyler Lockett,Lockett,1.899999976158142,4,4500,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-87515,WR,Tylan,Tylan Wallace,Wallace,3.7999998728434243,3,4500,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
121036-201233,WR,Ryan,Ryan Flournoy,Flournoy,3.3499999046325684,2,4500,DAL@NYJ,DAL,NYJ,,,,,,WR/FLEX
121036-128693,RB,Tank,Tank Bigsby,Bigsby,0.40000001589457196,3,4500,DEN@PHI,PHI,DEN,,,,,,RB/FLEX
121036-158438,TE,Oronde,Oronde Gadsden II,Gadsden II,4.849999904632568,2,4500,WAS@LAC,LAC,WAS,,,,,,TE/FLEX
121036-70422,WR,Kalif,Kalif Raymond,Raymond,3.6500000953674316,4,4500,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-69558,WR,Greg,Greg Dortch,Dortch,2.4000000953674316,4,4500,TEN@ARI,ARI,TEN,,,,,,WR/FLEX
121036-128986,WR,Jaylin,Jaylin Lane,Lane,2.8499999046325684,4,4500,WAS@LAC,WAS,LAC,,,,,,WR/FLEX
121036-103511,WR,Devaughn,Devaughn Vele,Vele,4.300000190734863,2,4400,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-129112,WR,Chimere,Chimere Dike,Dike,1.0750000476837158,4,4400,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-170188,TE,Tanner,Tanner Conner,Conner,2.4000000953674316,2,4400,MIA@CAR,MIA,CAR,,,,,,TE/FLEX
121036-12546,D,Arizona,Arizona Cardinals,Cardinals,7.25,4,4400,TEN@ARI,ARI,TEN,,,,,,DEF
121036-41305,WR,Zay,Zay Jones,Jones,2.200000047683716,2,4400,TEN@ARI,ARI,TEN,Q,Concussion,,,,WR/FLEX
121036-94887,RB,Tyler,Tyler Badie,Badie,2.9000000953674316,2,4400,DEN@PHI,DEN,PHI,,,,,,RB/FLEX
121036-152258,TE,Elijah,Elijah Arroyo,Arroyo,2.674999952316284,4,4400,TB@SEA,SEA,TB,,,,,,TE/FLEX
121036-87815,TE,Jeremy,Jeremy Ruckert,Ruckert,4.800000190734863,2,4400,DAL@NYJ,NYJ,DAL,,,,,,TE/FLEX
121036-128912,WR,Mitchell,Mitchell Tinsley,Tinsley,3.9000000953674316,2,4400,DET@CIN,CIN,DET,,,,,,WR/FLEX
121036-155551,WR,Pat,Pat Bryant,Bryant,2.799999952316284,1,4400,DEN@PHI,DEN,PHI,,,,,,WR/FLEX
121036-152520,RB,Will,Will Shipley,Shipley,1.2999999523162842,2,4400,DEN@PHI,PHI,DEN,,,,,,RB/FLEX
121036-79987,WR,David,David Moore,Moore,0.7333333492279053,3,4300,MIA@CAR,CAR,MIA,Q,Elbow,,,,WR/FLEX
121036-90307,TE,Daniel,Daniel Bellinger,Bellinger,1.6000000635782878,3,4300,NYG@NO,NYG,NO,,,,,,TE/FLEX
121036-183488,WR,Isaac,Isaac TeSlaa,TeSlaa,3.7333332697550454,3,4300,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-86229,WR,Jahan,Jahan Dotson,Dotson,2.375,4,4300,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-12548,D,Los Angeles,Los Angeles Chargers,Chargers,6,4,4300,WAS@LAC,LAC,WAS,,,,,,DEF
121036-137488,RB,Rasheen,Rasheen Ali,Ali,0.16666666666666666,3,4300,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
121036-91417,TE,Luke,Luke Schoonmaker,Schoonmaker,0.699999988079071,4,4300,DAL@NYJ,DAL,NYJ,,,,,,TE/FLEX
121036-102696,WR,John,John Metchie III,Metchie III,0.949999988079071,4,4300,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-56711,TE,Drew,Drew Sample,Sample,3.3999999364217124,3,4300,DET@CIN,CIN,DET,,,,,,TE/FLEX
121036-160213,RB,Isaiah,Isaiah Davis,Davis,0.9666666984558105,3,4300,DAL@NYJ,NYJ,DAL,,,,,,RB/FLEX
121036-172646,RB,Trevor,Trevor Etienne,Etienne,0.6000000238418579,4,4300,MIA@CAR,CAR,MIA,,,,,,RB/FLEX
121036-155293,RB,DJ,DJ Giddens,Giddens,1.4666666984558105,3,4300,LV@IND,IND,LV,,,,,,RB/FLEX
121036-138998,TE,Michael,Michael Mayer,Mayer,2.566666603088379,3,4300,LV@IND,LV,IND,Q,Concussion,,,,TE/FLEX
121036-156527,WR,Devontez,Devontez Walker,Walker,9.75,2,4300,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
121036-166801,RB,Jaydon,Jaydon Blue,Blue,,0,4300,DAL@NYJ,DAL,NYJ,,,,,,RB/FLEX
121036-91046,TE,Brock,Brock Wright,Wright,10.300000190734863,1,4300,DET@CIN,DET,CIN,,,,,,TE/FLEX
121036-56248,WR,Noah,Noah Brown,Brown,2.549999952316284,2,4300,WAS@LAC,WAS,LAC,Q,Groin,,,,WR/FLEX
121036-86055,RB,Dameon,Dameon Pierce,Pierce,0.5,1,4200,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
121036-86075,TE,Lucas,Lucas Krull,Krull,1.25,2,4200,DEN@PHI,DEN,PHI,,,,,,TE/FLEX
121036-64581,WR,Van,Van Jefferson,Jefferson,1.4666666984558105,3,4200,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-95370,TE,Ryan,Ryan Miller,Miller,2.8333333333333335,3,4200,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,1.600000023841858,1,4200,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
121036-170184,RB,Julius,Julius Chestnut,Chestnut,0.9333333174387614,3,4200,TEN@ARI,TEN,ARI,,,,,,RB/FLEX
121036-12531,D,Denver,Denver Broncos,Broncos,7.666666666666667,3,4200,DEN@PHI,DEN,PHI,,,,,,DEF
121036-133478,WR,Arian,Arian Smith,Smith,0.5,3,4200,DAL@NYJ,NYJ,DAL,,,,,,WR/FLEX
121036-56708,TE,Will,Will Dissly,Dissly,1.75,2,4200,WAS@LAC,LAC,WAS,Q,Knee,,,,TE/FLEX
121036-91578,RB,Zamir,Zamir White,White,1.9666666984558105,3,4200,LV@IND,LV,IND,,,,,,RB/FLEX
121036-109008,WR,Jalen,Jalen Cropper,Cropper,,0,4200,DAL@NYJ,DAL,NYJ,,,,,,WR/FLEX
121036-114231,RB,George,George Holani,Holani,1.0666666825612385,3,4200,TB@SEA,SEA,TB,,,,,,RB/FLEX
121036-102986,TE,Elijah,Elijah Higgins,Higgins,2.5,3,4200,TEN@ARI,ARI,TEN,,,,,,TE/FLEX
121036-104012,WR,Ashton,Ashton Dulin,Dulin,1.2666666507720947,3,4200,LV@IND,IND,LV,,,,,,WR/FLEX
121036-152148,TE,Gunnar,Gunnar Helm,Helm,2.4749999046325684,4,4200,TEN@ARI,TEN,ARI,,,,,,TE/FLEX
121036-128624,WR,Tez,Tez Johnson,Johnson,0.5999999841054281,3,4200,TB@SEA,TB,SEA,,,,,,WR/FLEX
121036-86682,TE,Grant,Grant Calcaterra,Calcaterra,1.600000023841858,2,4200,DEN@PHI,PHI,DEN,,,,,,TE/FLEX
121036-88752,WR,Charlie,Charlie Jones,Jones,0,3,4200,DET@CIN,CIN,DET,,,,,,WR/FLEX
121036-56059,WR,Trent,Trent Sherfield Sr.,Sherfield Sr.,0.800000011920929,2,4200,DEN@PHI,DEN,PHI,,,,,,WR/FLEX
121036-69451,TE,Jack,Jack Stoll,Stoll,5.150000095367432,2,4200,NYG@NO,NO,NYG,,,,,,TE/FLEX
121036-85842,TE,Brevyn,Brevyn Spann-Ford,Spann-Ford,0.4000000059604645,2,4200,DAL@NYJ,DAL,NYJ,,,,,,TE/FLEX
121036-93150,WR,Jake,Jake Bobo,Bobo,2.200000047683716,1,4200,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-85986,TE,James,James Mitchell,Mitchell,2.700000047683716,1,4200,MIA@CAR,CAR,MIA,,,,,,TE/FLEX
121036-137265,TE,Ben,Ben Sinnott,Sinnott,1.2000000476837158,1,4100,WAS@LAC,WAS,LAC,,,,,,TE/FLEX
121036-105648,RB,Tyler,Tyler Goodson,Goodson,0.550000011920929,2,4100,LV@IND,IND,LV,Q,Groin,,,,RB/FLEX
121036-151741,WR,Jack,Jack Bech,Bech,2.1500000953674316,2,4100,LV@IND,LV,IND,,,,,,WR/FLEX
121036-93391,TE,Payne,Payne Durham,Durham,0,1,4100,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-63717,RB,Alec,Alec Ingold,Ingold,1.4500000476837158,2,4100,MIA@CAR,MIA,CAR,,,,,,RB/FLEX
121036-12543,D,New York,New York Giants,Giants,3.25,4,4100,NYG@NO,NYG,NO,,,,,,DEF
121036-154971,RB,Devin,Devin Neal,Neal,0.8999999761581421,1,4100,NYG@NO,NO,NYG,,,,,,RB/FLEX
121036-94621,WR,Derius,Derius Davis,Davis,-0.5,3,4100,WAS@LAC,LAC,WAS,Q,Knee,,,,WR/FLEX
121036-152007,WR,Jaylin,Jaylin Noel,Noel,0.6499999761581421,4,4100,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
121036-185827,RB,Jacob,Jacob Saylors,Saylors,0.36666667461395264,3,4100,DET@CIN,DET,CIN,,,,,,RB/FLEX
121036-72182,WR,Dee,Dee Eskridge,Eskridge,0.9000000158945719,3,4100,MIA@CAR,MIA,CAR,,,,,,WR/FLEX
121036-129546,WR,Tre',Tre' Harris,Harris,1.5,4,4100,WAS@LAC,LAC,WAS,,,,,,WR/FLEX
121036-89613,WR,Simi,Simi Fehoko,Fehoko,2.720000076293945,5,4100,TEN@ARI,ARI,TEN,Q,Concussion,,,,WR/FLEX
121036-201260,WR,Mason,Mason Tipton,Tipton,1.8777777353922527,9,4100,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-152128,WR,Dominic,Dominic Lovett,Lovett,,0,4100,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-85635,TE,Charlie,Charlie Kolar,Kolar,3.200000047683716,1,4100,HOU@BAL,BAL,HOU,,,,,,TE/FLEX
121036-139094,WR,Jalin,Jalin Hyatt,Hyatt,0,1,4100,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-137059,RB,Sean,Sean Tucker,Tucker,0.05000000074505806,4,4100,TB@SEA,TB,SEA,,,,,,RB/FLEX
121036-91055,WR,Kevin,Kevin Austin Jr.,Austin Jr.,0,1,4100,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-93107,RB,A.J.,A.J. Dillon,Dillon,1.5333333015441895,3,4100,DEN@PHI,PHI,DEN,,,,,,RB/FLEX
121036-70601,TE,Harrison,Harrison Bryant,Bryant,0,1,4100,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
121036-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,1.899999976158142,2,4100,LV@IND,IND,LV,,,,,,TE/FLEX
121036-104424,RB,Craig,Craig Reynolds,Reynolds,0.4000000059604645,1,4100,DET@CIN,DET,CIN,,,,,,RB/FLEX
121036-72705,TE,John,John Bates,Bates,1.1538461538461537,13,4000,WAS@LAC,WAS,LAC,Q,Groin,,,,TE/FLEX
121036-70661,WR,Velus,Velus Jones Jr.,Jones Jr.,0,2,4000,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-156684,RB,Kye,Kye Robichaux,Robichaux,,0,4000,DET@CIN,DET,CIN,IR,Undisclosed,,,,RB/FLEX
121036-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,0.699999988079071,1,4000,HOU@BAL,HOU,BAL,IR,Ankle,,,,TE/FLEX
121036-111637,TE,Cade,Cade Stover,Stover,4.199999809265137,1,4000,HOU@BAL,HOU,BAL,IR,Foot,,,,TE/FLEX
121036-110616,TE,Treyton,Treyton Welch,Welch,,0,4000,NYG@NO,NO,NYG,,,,,,TE/FLEX
121036-86047,RB,Malik,Malik Davis,Davis,,0,4000,DAL@NYJ,DAL,NYJ,,,,,,RB/FLEX
121036-137254,RB,Deuce,Deuce Vaughn,Vaughn,1.7166666984558105,6,4000,DEN@PHI,DEN,PHI,,,,,,RB/FLEX
121036-138277,WR,Jalen,Jalen Brooks,Brooks,2.284615443303035,13,4000,DAL@NYJ,DAL,NYJ,,,,,,WR/FLEX
121036-154661,WR,Michael,Michael Bandy,Bandy,,0,4000,DEN@PHI,DEN,PHI,,,,,,WR/FLEX
121036-88109,RB,Gary,Gary Brightwell,Brightwell,0,1,4000,DET@CIN,CIN,DET,,,,,,RB/FLEX
121036-152628,TE,Thomas,Thomas Fidone II,Fidone II,,0,4000,NYG@NO,NYG,NO,,,,,,TE/FLEX
121036-87109,WR,Bryce,Bryce Oliver,Oliver,1.2999999523162842,1,4000,TEN@ARI,TEN,ARI,Q,Knee,,,,WR/FLEX
121036-72776,RB,Alexander,Alexander Mattison,Mattison,7.96000010172526,15,4000,MIA@CAR,MIA,CAR,IR,Neck,,,,RB/FLEX
121036-87117,TE,Brenden,Brenden Bates,Bates,0,1,4000,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
121036-103506,TE,Nick,Nick Kallerup,Kallerup,,0,4000,TB@SEA,SEA,TB,,,,,,TE/FLEX
121036-86113,WR,Ihmir,Ihmir Smith-Marsette,Smith-Marsette,0.4,15,4000,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-169067,TE,Bryce,Bryce Pierre,Pierre,,0,4000,MIA@CAR,CAR,MIA,,,,,,TE/FLEX
121036-68714,TE,Ko,Ko Kieft,Kieft,0,1,4000,TB@SEA,TB,SEA,IR,Leg,,,,TE/FLEX
121036-86125,WR,Brandon,Brandon Smith,Smith,,0,4000,DAL@NYJ,NYJ,DAL,,,,,,WR/FLEX
121036-79980,TE,Eric,Eric Saubert,Saubert,0.8500000238418579,2,4000,TB@SEA,SEA,TB,,,,,,TE/FLEX
121036-158836,RB,Lucas,Lucas Scott,Scott,,0,4000,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
121036-46200,TE,Daniel,Daniel Brunskill,Brunskill,0,1,4000,MIA@CAR,MIA,CAR,,,,,,TE/FLEX
121036-64634,WR,Alex,Alex Bachman,Bachman,0,2,4000,LV@IND,LV,IND,,,,,,WR/FLEX
121036-129147,WR,John,John Saunders Jr.,Saunders Jr.,,0,4000,MIA@CAR,MIA,CAR,,,,,,WR/FLEX
121036-68730,TE,Sean,Sean McKeon,McKeon,,0,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-80001,RB,Austin,Austin Ekeler,Ekeler,5.300000190734863,2,4000,WAS@LAC,WAS,LAC,IR,Achilles,,,,RB/FLEX
121036-104577,WR,Gunner,Gunner Olszewski,Olszewski,0,4,4000,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-110721,WR,Dayton,Dayton Wade,Wade,,0,4000,HOU@BAL,BAL,HOU,IR,Ribs,,,,WR/FLEX
121036-83081,RB,Chase,Chase Edmonds,Edmonds,,0,4000,WAS@LAC,WAS,LAC,,,,,,RB/FLEX
121036-83083,WR,Justin,Justin Watson,Watson,2.25,2,4000,HOU@BAL,HOU,BAL,IR,Achilles,,,,WR/FLEX
121036-87179,TE,Thomas,Thomas Yassmin,Yassmin,,0,4000,WAS@LAC,LAC,WAS,,,,,,TE/FLEX
121036-168076,RB,Sione,Sione Vaki,Vaki,1.3199999809265137,5,4000,DET@CIN,DET,CIN,Q,Groin,,,,RB/FLEX
121036-152717,WR,Beaux,Beaux Collins,Collins,,0,4000,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-143509,TE,Caleb,Caleb Lohner,Lohner,,0,4000,DEN@PHI,DEN,PHI,,,,,,TE/FLEX
121036-54426,TE,Andrew,Andrew Beck,Beck,0,2,4000,DAL@NYJ,NYJ,DAL,,,,,,TE/FLEX
121036-63646,TE,Lawrence,Lawrence Cager,Cager,,0,4000,WAS@LAC,WAS,LAC,,,,,,TE/FLEX
121036-135325,TE,Rivaldo,Rivaldo Fairweather,Fairweather,,0,4000,DAL@NYJ,DAL,NYJ,,,,,,TE/FLEX
121036-83117,TE,Tanner,Tanner Hudson,Hudson,3.2222222222222223,9,4000,DET@CIN,CIN,DET,,,,,,TE/FLEX
121036-151726,TE,Robbie,Robbie Ouzts,Ouzts,,0,4000,TB@SEA,SEA,TB,IR,Ankle,,,,TE/FLEX
121036-201903,WR,Coleman,Coleman Owen,Owen,,0,4000,LV@IND,IND,LV,,,,,,WR/FLEX
121036-52409,RB,Jakob,Jakob Johnson,Johnson,,0,4000,HOU@BAL,HOU,BAL,IR,Hamstring,,,,RB/FLEX
121036-86203,WR,Justin,Justin Shorter,Shorter,0,1,4000,LV@IND,LV,IND,,,,,,WR/FLEX
121036-151737,TE,E.J.,E.J. Jenkins,Jenkins,2.3999999364217124,3,4000,DEN@PHI,PHI,DEN,,,,,,TE/FLEX
121036-65724,RB,JaMycal,JaMycal Hasty,Hasty,2.1636362942782315,11,4000,MIA@CAR,MIA,CAR,,,,,,RB/FLEX
121036-83138,TE,Ross,Ross Dwelley,Dwelley,1,1,4000,DET@CIN,DET,CIN,,,,,,TE/FLEX
121036-70859,TE,Albert,Albert Okwuegbunam Jr.,Okwuegbunam Jr.,,0,4000,LV@IND,LV,IND,,,,,,TE/FLEX
121036-151761,WR,Malik,Malik Nabers,Nabers,12.774999618530273,4,4000,NYG@NO,NYG,NO,O,Knee,,,,WR/FLEX
121036-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,,0,4000,LV@IND,LV,IND,,,,,,WR/FLEX
121036-95455,WR,D.J.,D.J. Montgomery,Montgomery,,0,4000,LV@IND,IND,LV,IR,Undisclosed,,,,WR/FLEX
121036-169185,WR,Jamaal,Jamaal Pritchett,Pritchett,,0,4000,DAL@NYJ,NYJ,DAL,,,,,,WR/FLEX
121036-170214,WR,Dennis,Dennis Houston,Houston,,0,4000,TB@SEA,TB,SEA,,,,,,WR/FLEX
121036-130276,WR,Mason,Mason Kinsey,Kinsey,0.5400000095367432,5,4000,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-110834,WR,Tahj,Tahj Washington,Washington,,0,4000,MIA@CAR,MIA,CAR,,,,,,WR/FLEX
121036-151799,WR,Jackson,Jackson Meeks,Meeks,,0,4000,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-71935,WR,Kendric,Kendric Pryor,Pryor,1.399999976158142,1,4000,DET@CIN,CIN,DET,,,,,,WR/FLEX
121036-55552,RB,Jeff,Jeff Wilson Jr.,Wilson Jr.,1.1375000476837158,8,4000,MIA@CAR,MIA,CAR,,,,,,RB/FLEX
121036-12552,D,Washington,Washington Commanders,Commanders,6,4,4000,WAS@LAC,WAS,LAC,,,,,,DEF
121036-91401,WR,Ronnie,Ronnie Bell,Bell,0.6400000095367432,5,4000,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-52495,WR,Braxton,Braxton Berrios,Berrios,0,6,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
121036-71957,WR,Quintez,Quintez Cephus,Cephus,,0,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
121036-110868,RB,Josh,Josh Williams,Williams,,0,4000,TB@SEA,TB,SEA,,,,,,RB/FLEX
121036-33047,WR,Chris,Chris Moore,Moore,2.7666667302449546,3,4000,WAS@LAC,WAS,LAC,,,,,,WR/FLEX
121036-92479,TE,David,David Martin-Robinson,Martin-Robinson,0.2750000059604645,4,4000,TEN@ARI,TEN,ARI,,,,,,TE/FLEX
121036-149832,TE,Shane,Shane Zylstra,Zylstra,1.350000023841858,2,4000,DET@CIN,DET,CIN,IR,Ankle,,,,TE/FLEX
121036-137567,TE,Jalin,Jalin Conyers,Conyers,,0,4000,MIA@CAR,MIA,CAR,IR,Leg,,,,TE/FLEX
121036-93539,RB,Michael,Michael Carter,Carter,0.10000000149011612,1,4000,TEN@ARI,ARI,TEN,,,,,,RB/FLEX
121036-93540,RB,British,British Brooks,Brooks,0.20000000298023224,1,4000,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
121036-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,0,1,4000,HOU@BAL,BAL,HOU,,,,,,TE/FLEX
121036-151914,TE,Moliki,Moliki Matavao,Matavao,,0,4000,NYG@NO,NO,NYG,,,,,,TE/FLEX
121036-63851,TE,Tyree,Tyree Jackson,Jackson,,0,4000,WAS@LAC,WAS,LAC,IR,Undisclosed,,,,TE/FLEX
121036-133484,WR,Jermaine,Jermaine Burton,Burton,1.587499976158142,8,4000,DET@CIN,CIN,DET,,,,,,WR/FLEX
121036-90480,TE,Joel,Joel Wilson,Wilson,,0,4000,TEN@ARI,TEN,ARI,,,,,,TE/FLEX
121036-90483,TE,Bernhard,Bernhard Raimann,Raimann,0,1,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,3.4857142312186107,14,4000,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-185728,TE,Patrick,Patrick Murtagh,Murtagh,,0,4000,DEN@PHI,DEN,PHI,,,,,,TE/FLEX
121036-114054,WR,Dalen,Dalen Cambre,Cambre,,0,4000,NYG@NO,NYG,NO,,,,,,WR/FLEX
121036-94600,WR,John,John Stephens Jr.,Stephens Jr.,,0,4000,DAL@NYJ,DAL,NYJ,IR,Undisclosed,,,,WR/FLEX
121036-183693,WR,Da'Quan,Da'Quan Felton,Felton,,0,4000,NYG@NO,NYG,NO,IR,Undisclosed,,,,WR/FLEX
121036-87442,TE,Princeton,Princeton Fant,Fant,0,2,4000,DAL@NYJ,DAL,NYJ,,,,,,TE/FLEX
121036-90522,TE,Cameron,Cameron Latu,Latu,,0,4000,DEN@PHI,PHI,DEN,,,,,,TE/FLEX
121036-138649,WR,LaJohntay,LaJohntay Wester,Wester,0,3,4000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
121036-92573,TE,Travis,Travis Vokolek,Vokolek,0,1,4000,TEN@ARI,ARI,TEN,,,,,,TE/FLEX
121036-114079,TE,Hayden,Hayden Rucci,Rucci,,0,4000,MIA@CAR,MIA,CAR,,,,,,TE/FLEX
121036-93600,WR,Bryce,Bryce Ford-Wheaton,Ford-Wheaton,0,1,4000,NYG@NO,NYG,NO,IR,Achilles,,,,WR/FLEX
121036-60838,WR,Andre,Andre Baccellia,Baccellia,,0,4000,TEN@ARI,ARI,TEN,,,,,,WR/FLEX
121036-112041,WR,Isaiah,Isaiah Williams,Williams,0,1,4000,DAL@NYJ,NYJ,DAL,,,,,,WR/FLEX
121036-80299,RB,Patrick,Patrick Ricard,Ricard,2.616666634877523,6,4000,HOU@BAL,BAL,HOU,Q,Calf,,,,RB/FLEX
121036-87469,TE,Jelani,Jelani Woods,Woods,,0,4000,DAL@NYJ,NYJ,DAL,,,,,,TE/FLEX
121036-112044,WR,Dalevon,Dalevon Campbell,Campbell,,0,4000,MIA@CAR,CAR,MIA,,,,,,WR/FLEX
121036-92590,RB,Raheem,Raheem Blackshear,Blackshear,0.5333333333333333,15,4000,TEN@ARI,TEN,ARI,,,,,,RB/FLEX
121036-114109,WR,Ainias,Ainias Smith,Smith,2.839999961853027,5,4000,MIA@CAR,CAR,MIA,,,,,,WR/FLEX
121036-206276,WR,Jaden,Jaden Smith,Smith,,0,4000,TB@SEA,TB,SEA,IR,Undisclosed,,,,WR/FLEX
121036-26057,RB,Michael,Michael Burton,Burton,2.209090839732777,11,4000,DEN@PHI,DEN,PHI,IR,Hamstring,,,,RB/FLEX
121036-90575,RB,Najee,Najee Harris,Harris,3.366666793823242,3,4000,WAS@LAC,LAC,WAS,IR,Achilles,,,,RB/FLEX
121036-109007,WR,Josh,Josh Kelly,Kelly,,0,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
121036-54746,TE,Tyler,Tyler Ott,Ott,0,1,4000,WAS@LAC,WAS,LAC,,,,,,TE/FLEX
121036-157150,RB,Audric,Audric Estime,Estime,3.553846212533804,13,4000,DEN@PHI,PHI,DEN,,,,,,RB/FLEX
121036-134627,RB,Lawrance,Lawrance Toafili,Toafili,,0,4000,DAL@NYJ,NYJ,DAL,,,,,,RB/FLEX
121036-102882,WR,Anthony,Anthony Gould,Gould,0,3,4000,LV@IND,IND,LV,,,,,,WR/FLEX
121036-14820,RB,Nick,Nick Bellore,Bellore,0,1,4000,WAS@LAC,WAS,LAC,,,,,,RB/FLEX
121036-112101,WR,Jared,Jared Wayne,Wayne,0,1,4000,HOU@BAL,HOU,BAL,,,,,,WR/FLEX
121036-71143,TE,Kylen,Kylen Granson,Granson,0.800000011920929,2,4000,DEN@PHI,PHI,DEN,,,,,,TE/FLEX
121036-89586,TE,Tucker,Tucker Fisk,Fisk,0,2,4000,WAS@LAC,LAC,WAS,,,,,,TE/FLEX
121036-102902,WR,Trey,Trey Palmer,Palmer,2.085714340209961,14,4000,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-138746,WR,Javon,Javon Baker,Baker,0.2833333412806193,6,4000,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-185850,TE,Julian,Julian Hill,Hill,1.4500000476837158,2,4000,MIA@CAR,MIA,CAR,,,,,,TE/FLEX
121036-156152,WR,Tejhaun,Tejhaun Palmer,Palmer,,0,4000,TEN@ARI,ARI,TEN,,,,,,WR/FLEX
121036-185863,RB,Hunter,Hunter Luepke,Luepke,0.6000000238418579,1,4000,DAL@NYJ,DAL,NYJ,,,,,,RB/FLEX
121036-201230,RB,Dylan,Dylan Laube,Laube,0.7250000238418579,4,4000,LV@IND,LV,IND,,,,,,RB/FLEX
121036-154124,TE,Mitchell,Mitchell Evans,Evans,4.200000127156575,3,4000,MIA@CAR,CAR,MIA,,,,,,TE/FLEX
121036-128535,TE,Maximilian,Maximilian Mang,Mang,,0,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-129560,WR,Xavier,Xavier Restrepo,Restrepo,,0,4000,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-160287,RB,Amar,Amar Johnson,Johnson,,0,4000,WAS@LAC,LAC,WAS,,,,,,RB/FLEX
121036-73247,RB,Kene,Kene Nwangwu,Nwangwu,0,1,4000,DAL@NYJ,NYJ,DAL,O,Hamstring,,,,RB/FLEX
121036-103966,TE,Stone,Stone Smartt,Smartt,3.828571319580078,7,4000,DAL@NYJ,NYJ,DAL,,,,,,TE/FLEX
121036-185889,TE,Tanner,Tanner Taula,Taula,,0,4000,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-226859,WR,Darius,Darius Cooper,Cooper,,0,4000,DEN@PHI,PHI,DEN,IR,Shoulder,,,,WR/FLEX
121036-60981,TE,Charlie,Charlie Heck,Heck,,0,4000,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-173626,TE,Nate,Nate Adkins,Adkins,2.8076923076923075,13,4000,DEN@PHI,DEN,PHI,,,,,,TE/FLEX
121036-226875,WR,Ja'seem,Ja'seem Reed,Reed,,0,4000,MIA@CAR,CAR,MIA,,,,,,WR/FLEX
121036-173631,RB,Dante,Dante Miller,Miller,,0,4000,NYG@NO,NYG,NO,,,,,,RB/FLEX
121036-226878,TE,Carter,Carter Runyon,Runyon,,0,4000,LV@IND,LV,IND,,,,,,TE/FLEX
121036-112192,WR,Jonathan,Jonathan Mingo,Mingo,1.6928571973528181,14,4000,DAL@NYJ,DAL,NYJ,IR,Knee - pcl,,,,WR/FLEX
