Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
121036-87621,WR,A.T.,A.T. Perry,Perry,,0,4000,DEN@PHI,DEN,PHI,,,,,,WR/FLEX
121036-114252,WR,Xavier,Xavier Weaver,Weaver,0,1,4000,TEN@ARI,ARI,TEN,,,,,,WR/FLEX
121036-54863,WR,C.J.,C.J. Goodwin,Goodwin,0,4,4000,DAL@NYJ,DAL,NYJ,,,,,,WR/FLEX
121036-18009,TE,Chris,Chris Manhertz,Manhertz,0.6000000238418579,2,4000,NYG@NO,NYG,NO,,,,,,TE/FLEX
121036-27229,RB,Ameer,Ameer Abdullah,Abdullah,7.728571210588727,14,4000,LV@IND,IND,LV,,,,,,RB/FLEX
121036-147051,RB,Jaleel,Jaleel McLaughlin,McLaughlin,5.029411764705882,17,4000,DEN@PHI,DEN,PHI,,,,,,RB/FLEX
121036-147049,TE,Drew,Drew Ogletree,Ogletree,1.9454545107754795,11,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-131694,TE,Luke,Luke Lachey,Lachey,,0,4000,HOU@BAL,HOU,BAL,,,,,,TE/FLEX
121036-87668,WR,Shedrick,Shedrick Jackson,Jackson,,0,4000,LV@IND,LV,IND,,,,,,WR/FLEX
121036-128633,RB,Kimani,Kimani Vidal,Vidal,0,1,4000,WAS@LAC,LAC,WAS,,,,,,RB/FLEX
121036-201342,RB,Chris,Chris Collier,Collier,0.2166666587193807,6,4000,LV@IND,LV,IND,,,,,,RB/FLEX
121036-135812,WR,Quentin,Quentin Skinner,Skinner,,0,4000,DAL@NYJ,NYJ,DAL,,,,,,WR/FLEX
121036-135824,WR,Luke,Luke Grimm,Grimm,,0,4000,WAS@LAC,LAC,WAS,,,,,,WR/FLEX
121036-64147,WR,Britain,Britain Covey,Covey,1.3800000190734862,5,4000,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-93845,WR,Tay,Tay Martin,Martin,1.899999976158142,1,4000,WAS@LAC,WAS,LAC,,,,,,WR/FLEX
121036-110230,RB,Kenny,Kenny McIntosh,McIntosh,2.322222179836697,9,4000,TB@SEA,SEA,TB,IR,Knee - acl,,,,RB/FLEX
121036-93853,WR,Thayer,Thayer Thomas,Thomas,,0,4000,DEN@PHI,DEN,PHI,,,,,,WR/FLEX
121036-86692,TE,Thomas,Thomas Odukoya,Odukoya,,0,4000,TEN@ARI,TEN,ARI,,,,,,TE/FLEX
121036-167588,WR,Jacoby,Jacoby Jones,Jones,,0,4000,WAS@LAC,WAS,LAC,,,,,,WR/FLEX
121036-128681,TE,Caden,Caden Prieskorn,Prieskorn,,0,4000,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-85672,WR,Terrace,Terrace Marshall,Marshall,1.1199999809265138,5,4000,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-103083,WR,Theo,Theo Wease Jr.,Wease Jr.,,0,4000,MIA@CAR,MIA,CAR,,,,,,WR/FLEX
121036-152232,WR,Jordan,Jordan Moore,Moore,,0,4000,DET@CIN,CIN,DET,,,,,,WR/FLEX
121036-110259,WR,Treylon,Treylon Burks,Burks,1.1,5,4000,TEN@ARI,TEN,ARI,IR,Collarbone,,,,WR/FLEX
121036-61112,TE,Josiah,Josiah Deguara,Deguara,0.9666666984558105,3,4000,TEN@ARI,ARI,TEN,,,,,,TE/FLEX
121036-110274,WR,Bub,Bub Means,Means,5.574999809265137,4,4000,NYG@NO,NO,NYG,IR,Lower leg,,,,WR/FLEX
121036-193226,TE,Mason,Mason Pline,Pline,,0,4000,NYG@NO,NO,NYG,IR,Upper body,,,,TE/FLEX
121036-65231,RB,Adam,Adam Prentice,Prentice,0.8999999761581421,1,4000,DEN@PHI,DEN,PHI,,,,,,RB/FLEX
121036-63186,WR,James,James Proche II,Proche II,0.1777777804268731,9,4000,TEN@ARI,TEN,ARI,,,,,,WR/FLEX
121036-92890,WR,Cody,Cody White,White,0,1,4000,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-111325,RB,Ulysses,Ulysses Bentley IV,Bentley IV,0,1,4000,LV@IND,IND,LV,,,,,,RB/FLEX
121036-72412,RB,Khalil,Khalil Herbert,Herbert,2.2083333333333335,12,4000,TB@SEA,SEA,TB,,,,,,RB/FLEX
121036-137966,WR,A.J.,A.J. Henning,Henning,,0,4000,MIA@CAR,MIA,CAR,,,,,,WR/FLEX
121036-40687,RB,James,James Conner,Conner,9.766666412353516,3,4000,TEN@ARI,ARI,TEN,IR,Foot,,,,RB/FLEX
121036-208634,WR,Tommy,Tommy Mellott,Mellott,,0,4000,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-86778,TE,Devin,Devin Culp,Culp,3.7666667302449546,3,4000,TB@SEA,TB,SEA,,,,,,TE/FLEX
121036-157438,WR,Jimmy,Jimmy Horn Jr.,Horn Jr.,,0,4000,MIA@CAR,CAR,MIA,,,,,,WR/FLEX
121036-86780,RB,Salvon,Salvon Ahmed,Ahmed,,0,4000,LV@IND,IND,LV,IR,Ankle,,,,RB/FLEX
121036-137990,TE,Tip,Tip Reiman,Reiman,1.649999976158142,2,4000,TEN@ARI,ARI,TEN,,,,,,TE/FLEX
121036-86800,TE,Colson,Colson Yankoff,Yankoff,,0,4000,WAS@LAC,WAS,LAC,,,,,,TE/FLEX
121036-91931,TE,Greg,Greg Dulcich,Dulcich,1.3250000476837158,4,4000,MIA@CAR,MIA,CAR,,,,,,TE/FLEX
121036-114469,WR,Tyrone,Tyrone Broden,Broden,,0,4000,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-128805,WR,KeAndre,KeAndre Lambert-Smith,Lambert-Smith,0,2,4000,WAS@LAC,LAC,WAS,,,,,,WR/FLEX
121036-87844,TE,Brady,Brady Russell,Russell,0,1,4000,TB@SEA,SEA,TB,,,,,,TE/FLEX
121036-138028,RB,Kalel,Kalel Mullings,Mullings,,0,4000,TEN@ARI,TEN,ARI,IR,Ankle,,,,RB/FLEX
121036-201535,WR,Kameron,Kameron Johnson,Johnson,0,4,4000,TB@SEA,TB,SEA,,,,,,WR/FLEX
121036-72515,TE,Ian,Ian Thomas,Thomas,0.7333333492279053,3,4000,LV@IND,LV,IND,,,,,,TE/FLEX
121036-119619,WR,Traeshon,Traeshon Holden,Holden,,0,4000,DAL@NYJ,DAL,NYJ,,,,,,WR/FLEX
121036-112455,WR,Xavier,Xavier Gipson,Gipson,-2,1,4000,DEN@PHI,PHI,DEN,,,,,,WR/FLEX
121036-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,0,1,4000,DEN@PHI,DEN,PHI,,,,,,TE/FLEX
121036-41806,WR,Laquon,Laquon Treadwell,Treadwell,,0,4000,LV@IND,IND,LV,,,,,,WR/FLEX
121036-91989,RB,Jordan,Jordan Mims,Mims,2.8714286259242465,7,4000,TEN@ARI,TEN,ARI,,,,,,RB/FLEX
121036-103252,RB,Zonovan,Zonovan Knight,Knight,0,2,4000,TEN@ARI,ARI,TEN,,,,,,RB/FLEX
121036-154461,WR,Ja'Corey,Ja'Corey Brooks,Brooks,,0,4000,WAS@LAC,WAS,LAC,,,,,,WR/FLEX
121036-201564,TE,Cam,Cam Grandy,Grandy,1.100000023841858,1,4000,DET@CIN,CIN,DET,,,,,,TE/FLEX
121036-192359,WR,JaQuae,JaQuae Jackson,Jackson,,0,4000,WAS@LAC,LAC,WAS,,,,,,WR/FLEX
121036-169834,WR,Dareke,Dareke Young,Young,0.8500000238418579,2,4000,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-120684,WR,Garrett,Garrett Greene,Greene,,0,4000,TB@SEA,TB,SEA,,,,,,WR/FLEX
121036-120694,WR,Ja'Lynn,Ja'Lynn Polk,Polk,2.053846212533804,13,4000,NYG@NO,NO,NYG,IR,Shoulder,,,,WR/FLEX
121036-119672,RB,Kendall,Kendall Milton,Milton,,0,4000,DET@CIN,CIN,DET,,,,,,RB/FLEX
121036-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
121036-134023,RB,Keaton,Keaton Mitchell,Mitchell,1.2600000381469727,5,4000,HOU@BAL,BAL,HOU,,,,,,RB/FLEX
121036-94087,RB,DeeJay,DeeJay Dallas,Dallas,1.5,13,4000,MIA@CAR,CAR,MIA,,,,,,RB/FLEX
121036-103302,WR,Courtney,Courtney Jackson,Jackson,,0,4000,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-103308,RB,Jawhar,Jawhar Jordan,Jordan,,0,4000,HOU@BAL,HOU,BAL,,,,,,RB/FLEX
121036-94094,TE,Brevin,Brevin Jordan,Jordan,0.8500000238418579,2,4000,HOU@BAL,HOU,BAL,IR,Knee,,,,TE/FLEX
121036-64405,WR,Dan,Dan Chisena,Chisena,1.2999999523162842,4,4000,MIA@CAR,CAR,MIA,,,,,,WR/FLEX
121036-114591,TE,William,William Wagner,Wagner,,0,4000,DET@CIN,CIN,DET,,,,,,TE/FLEX
121036-94116,TE,Will,Will Mallory,Mallory,0.612500011920929,8,4000,LV@IND,IND,LV,,,,,,TE/FLEX
121036-119722,WR,Johnny,Johnny Wilson,Wilson,1.2300000190734863,10,4000,DEN@PHI,PHI,DEN,IR,Knee,,,,WR/FLEX
121036-167849,TE,Zach,Zach Horton,Horton,,0,4000,DET@CIN,DET,CIN,,,,,,TE/FLEX
121036-45997,WR,Keith,Keith Kirkwood,Kirkwood,,0,4000,HOU@BAL,BAL,HOU,,,,,,WR/FLEX
121036-104388,WR,Tom,Tom Kennedy,Kennedy,0,3,4000,DET@CIN,DET,CIN,,,,,,WR/FLEX
121036-152522,RB,Phil,Phil Mafah,Mafah,,0,4000,DAL@NYJ,DAL,NYJ,IR,Shoulder,,,,RB/FLEX
121036-69581,WR,Cedrick,Cedrick Wilson Jr.,Wilson Jr.,3.630908966064453,11,4000,NYG@NO,NO,NYG,,,,,,WR/FLEX
121036-73687,WR,Quez,Quez Watkins,Watkins,,0,4000,DEN@PHI,PHI,DEN,Q,Undisclosed,,,,WR/FLEX
121036-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.199999968210856,6,4000,DET@CIN,DET,CIN,IR,Undisclosed,,,,TE/FLEX
121036-138221,WR,Ricky,Ricky White III,White III,,0,4000,TB@SEA,SEA,TB,,,,,,WR/FLEX
121036-152574,RB,Donovan,Donovan Edwards,Edwards,,0,4000,WAS@LAC,WAS,LAC,,,,,,RB/FLEX
121036-12539,D,Miami,Miami Dolphins,Dolphins,3.3333333333333335,3,3900,MIA@CAR,MIA,CAR,,,,,,DEF
121036-12544,D,New York,New York Jets,Jets,4,3,3800,DAL@NYJ,NYJ,DAL,,,,,,DEF
121036-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,6,4,3700,TB@SEA,TB,SEA,,,,,,DEF
121036-12556,D,Houston,Houston Texans,Texans,8,4,3600,HOU@BAL,HOU,BAL,,,,,,DEF
121036-12542,D,New Orleans,New Orleans Saints,Saints,3.75,4,3500,NYG@NO,NO,NYG,,,,,,DEF
121036-12553,D,Carolina,Carolina Panthers,Panthers,6,4,3400,MIA@CAR,CAR,MIA,,,,,,DEF
121036-12534,D,Tennessee,Tennessee Titans,Titans,3,4,3300,TEN@ARI,TEN,ARI,,,,,,DEF
121036-12530,D,Dallas,Dallas Cowboys,Cowboys,1,4,3200,DAL@NYJ,DAL,NYJ,,,,,,DEF
121036-12537,D,Las Vegas,Las Vegas Raiders,Raiders,4.25,4,3100,LV@IND,LV,IND,,,,,,DEF
121036-12528,D,Cincinnati,Cincinnati Bengals,Bengals,3.6666666666666665,3,3000,DET@CIN,CIN,DET,,,,,,DEF
